time,temp,tmin,tmax,rhum,prcp,snwd,wspd,wpgt,pres,tsun,cldc
2022-08-12,21.4,18.2,26.5,72,0.0,,12.3,29.6,1022.1,,6
2022-08-13,21.3,18.4,26.5,81,4.8,,10.6,29.6,1017.6,,7
2022-08-14,22.6,19.3,26.6,78,9.1,,11.7,31.5,1012.4,,6
2022-08-15,23.3,19.0,28.1,78,0.0,,13.8,35.2,1009.2,,6
2022-08-16,23.7,19.9,27.5,74,6.2,,8.3,22.2,1009.4,,6
2022-08-17,23.8,19.5,28.5,72,0.1,,6.5,20.4,1011.3,,3
2022-08-18,24.4,18.6,29.3,69,0.0,,7.6,20.4,1013.4,,4
2022-08-19,26.2,19.8,32.0,62,0.0,,15.9,37.0,1012.3,,4
2022-08-20,25.1,19.9,30.1,63,0.0,,12.7,25.9,1012.0,,5
2022-08-21,22.9,17.7,27.7,69,0.0,,11.1,24.1,1011.2,,5
2022-08-22,23.0,18.3,26.0,70,0.0,,11.5,27.8,1012.7,,5
2022-08-23,23.1,19.1,30.0,77,0.6,,10.2,22.2,1014.6,,6
2022-08-24,23.5,18.1,29.6,74,4.8,,9.2,24.1,1018.2,,5
2022-08-25,26.1,19.9,32.5,56,1.3,,10.5,24.1,1018.1,,4
2022-08-26,25.2,15.6,32.0,47,0.0,,8.7,25.9,1015.1,,4
2022-08-27,24.7,18.5,31.8,50,0.0,,8.0,24.1,1012.2,,2
2022-08-28,23.1,17.1,30.9,57,0.0,,9.3,22.2,1011.8,,3
2022-08-29,20.0,17.3,22.9,74,1.4,,15.5,37.0,1015.3,,5
2022-08-30,17.1,14.6,20.4,80,0.0,,15.5,35.2,1019.3,,6
2022-08-31,17.9,13.2,22.3,64,0.0,,13.4,29.6,1020.9,,6
2022-09-01,15.2,9.0,21.0,62,0.0,,13.7,29.6,1021.1,,3
2022-09-02,15.1,9.4,20.9,52,0.0,,9.8,18.5,1022.5,,2
2022-09-03,16.1,7.9,22.3,47,0.0,,10.4,24.1,1021.5,,2
2022-09-04,16.2,9.1,22.7,56,0.0,,11.5,22.2,1024.0,,3
2022-09-05,15.8,8.7,20.7,46,0.0,,12.3,27.8,1027.8,,2
2022-09-06,14.2,8.7,20.3,48,0.0,,10.7,25.9,1025.4,,2
2022-09-07,13.7,4.6,20.9,48,0.0,,9.9,29.6,1020.7,,3
2022-09-08,16.1,8.4,22.4,42,0.0,,18.9,42.6,1016.7,,5
2022-09-09,12.9,11.1,18.5,92,4.8,,14.6,37.0,1015.3,,8
2022-09-10,12.6,11.7,13.5,92,0.0,,9.9,20.4,1014.3,,8
2022-09-11,12.7,10.6,16.5,83,2.8,,17.0,33.3,1010.1,,8
2022-09-12,11.9,9.6,15.0,85,2.5,,15.9,33.3,1013.6,,7
2022-09-13,13.3,4.7,18.3,81,0.8,,4.9,16.7,1011.3,,5
2022-09-14,16.2,13.3,19.5,79,0.5,,11.1,31.5,1004.5,,7
2022-09-15,15.6,13.3,18.5,76,2.1,,9.8,31.5,1001.4,,7
2022-09-16,13.3,10.4,18.1,70,0.0,,13.2,38.9,1003.0,,3
2022-09-17,11.0,8.0,13.7,81,0.0,,8.3,25.9,1003.4,,4
2022-09-18,10.9,9.0,13.1,87,0.3,,14.4,31.5,1003.4,,7
2022-09-19,9.0,6.7,11.5,90,1.3,,12.9,33.3,1007.6,,7
2022-09-20,10.5,8.4,15.6,88,0.2,,10.8,29.6,1014.2,,7
2022-09-21,11.4,9.0,15.5,83,1.1,,17.0,35.2,1019.7,,6
2022-09-22,10.7,8.0,15.4,83,0.3,,12.6,27.8,1021.4,,6
2022-09-23,10.0,6.0,16.1,78,0.0,,9.9,25.9,1019.8,,5
2022-09-24,9.6,3.5,15.6,73,0.0,,4.6,13.0,1016.9,,6
2022-09-25,10.9,5.7,17.7,74,0.0,,6.6,16.7,1013.3,,4
2022-09-26,11.3,5.8,18.7,85,0.2,,7.0,20.4,1006.9,,4
2022-09-27,12.1,10.3,15.0,91,1.3,,10.6,24.1,1001.4,,7
2022-09-28,11.4,8.7,14.7,84,11.9,,8.1,22.2,998.7,,7
2022-09-29,8.3,5.7,11.2,88,0.0,,7.0,20.4,1004.5,,5
2022-09-30,8.5,3.5,12.7,85,0.2,,6.9,16.7,1013.1,,5
2022-10-01,10.8,7.2,14.1,88,1.3,,6.4,18.5,1012.0,,7
2022-10-02,11.4,10.0,15.0,87,0.5,,15.4,40.8,1009.3,,6
2022-10-03,10.8,8.9,14.7,82,5.2,,24.9,59.3,1009.7,,5
2022-10-04,11.1,9.4,15.1,82,1.8,,18.8,44.5,1016.6,,5
2022-10-05,12.2,7.8,17.5,79,0.0,,5.7,20.4,1021.2,,7
2022-10-06,13.2,8.7,19.7,76,0.1,,10.8,35.2,1024.0,,3
2022-10-07,10.9,2.6,18.6,78,0.0,,6.8,22.2,1028.1,,1
2022-10-08,13.9,9.2,19.7,84,0.0,,7.4,22.2,1018.0,,6
2022-10-09,8.9,4.2,15.0,86,4.8,,12.3,31.5,1024.9,,4
2022-10-10,8.1,0.7,15.3,80,0.0,,11.9,33.3,1025.4,,1
2022-10-11,9.6,5.9,15.2,77,0.0,,11.0,35.2,1021.9,,4
2022-10-12,8.2,0.7,14.8,79,0.0,,5.6,18.5,1027.1,,3
2022-10-13,8.8,2.4,14.7,77,0.0,,8.7,25.9,1024.8,,1
2022-10-14,10.4,5.0,15.4,83,0.1,,9.7,18.5,1018.5,,6
2022-10-15,12.6,7.2,18.0,82,0.8,,9.0,27.8,1015.1,,5
2022-10-16,15.6,12.2,19.6,76,0.0,,7.2,24.1,1019.6,,6
2022-10-17,16.2,9.0,21.3,83,0.0,,6.2,18.5,1026.5,,5
2022-10-18,14.7,11.0,19.2,80,10.2,,8.9,24.1,1023.2,,5
2022-10-19,9.6,4.1,13.6,84,9.4,,18.0,40.8,1021.8,,5
2022-10-20,5.1,1.2,11.2,83,0.5,,6.6,20.4,1027.6,,3
2022-10-21,5.0,0.0,9.6,82,0.0,,11.4,25.9,1020.0,,5
2022-10-22,10.5,7.5,12.6,93,3.9,,6.0,22.2,1013.4,,8
2022-10-23,13.1,8.5,15.6,91,1.7,,10.6,24.1,1017.2,,6
2022-10-24,11.9,7.1,17.3,93,0.0,,6.4,16.7,1014.7,,6
2022-10-25,14.1,10.7,17.0,89,2.5,,9.5,24.1,1014.7,,7
2022-10-26,10.8,6.9,14.0,92,0.0,,8.9,22.2,1020.6,,5
2022-10-27,10.4,4.8,18.0,89,0.0,,5.0,16.7,1026.2,,4
2022-10-28,12.8,5.9,19.0,89,0.0,,5.9,18.5,1024.5,,5
2022-10-29,13.7,10.1,17.4,83,0.5,,11.6,33.3,1019.6,,6
2022-10-30,12.2,8.2,15.3,87,0.0,,7.6,20.4,1020.0,,6
2022-10-31,10.1,4.8,14.7,96,0.0,,6.1,16.7,1021.1,,3
2022-11-01,10.6,9.5,12.4,99,0.0,,6.3,14.8,1018.5,,8
2022-11-02,11.5,9.2,14.7,91,0.6,,10.8,29.6,1019.5,,6
2022-11-03,8.8,6.0,12.7,78,0.0,,9.8,22.2,1021.0,,2
2022-11-04,8.8,6.0,12.5,78,1.9,,18.9,37.0,1010.6,,6
2022-11-05,8.7,7.2,9.9,92,0.8,,10.4,31.5,1013.1,,8
2022-11-06,6.3,3.6,9.5,95,0.0,,7.0,22.2,1020.5,,4
2022-11-07,8.1,1.3,11.7,87,0.0,,8.7,20.4,1017.1,,7
2022-11-08,9.6,6.2,15.5,82,0.0,,5.9,18.5,1017.5,,4
2022-11-09,8.1,5.7,13.3,88,0.0,,7.6,22.2,1016.2,,6
2022-11-10,8.6,4.2,11.7,93,2.2,,9.1,27.8,1021.4,,6
2022-11-11,9.2,5.9,11.4,88,2.0,,10.1,27.8,1029.1,,6
2022-11-12,8.8,7.6,10.1,90,0.0,,8.7,22.2,1031.8,,8
2022-11-13,8.3,7.7,9.2,96,0.5,,4.7,13.0,1031.9,,8
2022-11-14,6.8,5.5,8.4,90,0.0,,10.8,25.9,1026.5,,8
2022-11-15,5.1,4.1,6.4,95,0.0,,7.8,18.5,1016.2,,8
2022-11-16,4.2,2.6,5.6,92,0.6,,17.0,37.0,1009.9,,8
2022-11-17,0.7,-1.5,3.1,75,1.0,,15.6,35.2,1009.4,,7
2022-11-18,-1.5,-3.0,-0.6,77,0.0,,15.0,31.5,1007.6,,7
2022-11-19,-3.8,-5.2,-1.5,77,0.3,,8.7,24.1,1013.9,,6
2022-11-20,-3.5,-6.7,0.5,82,0.0,,8.9,20.4,1013.1,,4
2022-11-21,-1.6,-7.7,2.1,88,0.0,,9.6,29.6,1008.0,,5
2022-11-22,1.0,0.2,2.6,93,0.0,,11.7,29.6,1008.5,,8
2022-11-23,-0.3,-1.9,0.7,95,0.0,,16.2,29.6,1010.0,,8
2022-11-24,-1.2,-2.0,-0.5,93,6.1,,9.3,22.2,1012.6,,8
2022-11-25,0.1,-0.9,1.0,96,0.8,,5.2,11.1,1019.1,,8
2022-11-26,0.8,0.0,1.6,95,0.0,,9.7,22.2,1026.2,,8
2022-11-27,1.7,0.0,3.7,93,1.1,,4.9,16.7,1029.6,,8
2022-11-28,1.5,0.5,2.5,94,1.9,,11.8,31.5,1025.6,,8
2022-11-29,0.9,0.5,1.5,84,0.0,,17.8,31.5,1026.4,,8
2022-11-30,1.0,0.5,2.0,82,0.0,,14.0,25.9,1030.2,,8
2022-12-01,0.3,-2.0,1.5,87,0.0,,13.1,25.9,1030.7,,8
2022-12-02,-2.8,-4.0,-1.4,85,0.0,,13.5,25.9,1029.7,,8
2022-12-03,-1.0,-3.0,1.0,92,0.3,,13.0,29.6,1028.1,,8
2022-12-04,0.7,0.2,1.2,94,0.0,,25.0,37.0,1027.1,,8
2022-12-05,0.8,0.0,2.0,89,0.0,,18.9,37.0,1023.6,,8
2022-12-06,1.4,0.0,2.1,97,5.2,,7.8,18.5,1014.8,,8
2022-12-07,1.4,0.0,2.5,93,4.7,,10.3,29.6,1007.9,,8
2022-12-08,0.7,-1.0,2.4,86,1.8,,9.7,25.9,1010.3,,6
2022-12-09,-0.5,-3.9,2.2,94,0.0,,6.4,24.1,1009.4,,5
2022-12-10,0.1,-1.0,0.7,93,1.3,,14.6,29.6,1007.9,,8
2022-12-11,-3.0,-4.0,-0.3,92,0.5,,17.0,37.0,1004.4,,8
2022-12-12,-1.3,-4.1,0.3,91,8.9,,16.6,35.2,1001.7,,8
2022-12-13,-3.2,-8.0,-0.2,85,0.5,12,14.2,37.0,1010.2,,6
2022-12-14,-8.2,-14.3,-3.9,87,0.3,13,10.8,25.9,1011.7,,3
2022-12-15,-4.5,-6.0,-3.7,89,1.5,,7.8,24.1,1009.6,,8
2022-12-16,-3.6,-6.0,-2.6,88,0.0,13,17.3,33.3,1013.6,,8
2022-12-17,-5.0,-6.9,-3.0,89,2.3,16,17.2,31.5,1022.6,,8
2022-12-18,-4.9,-6.9,-3.7,87,0.3,15,11.6,24.1,1037.0,,8
2022-12-19,-6.8,-10.2,-3.2,81,0.0,,13.6,25.9,1034.7,,6
2022-12-20,1.7,-5.7,4.1,82,1.8,,7.8,24.1,1021.2,,7
2022-12-21,2.4,1.6,3.7,84,2.5,,6.1,14.8,1014.6,,7
2022-12-22,3.4,2.2,5.5,95,2.8,,7.0,18.5,1008.9,,7
2022-12-23,5.7,4.7,7.0,97,4.4,,8.2,20.4,1005.2,,8
2022-12-24,4.4,3.2,6.9,97,2.8,,9.6,24.1,1010.2,,8
2022-12-25,4.1,3.2,5.0,98,1.8,,7.2,22.2,1020.9,,8
2022-12-26,6.8,3.3,10.6,94,6.6,,12.0,27.8,1013.8,,8
2022-12-27,4.7,2.7,9.4,84,8.4,,17.8,40.8,1018.1,,7
2022-12-28,3.3,-0.5,5.6,79,0.2,,9.8,25.9,1019.8,,6
2022-12-29,6.7,4.0,9.0,69,0.5,,8.7,22.2,1011.8,,7
2022-12-30,6.1,0.5,9.2,75,0.0,,9.8,31.5,1015.5,,4
2022-12-31,9.2,2.0,14.2,79,0.0,,11.2,27.8,1014.4,,5
2023-01-01,15.1,12.0,18.7,59,0.0,,13.2,35.2,1017.0,,6
2023-01-02,10.3,7.6,14.1,76,0.0,,8.1,22.2,1019.4,,6
2023-01-03,7.2,4.1,11.5,75,0.1,,17.6,37.0,1024.0,,6
2023-01-04,2.7,-3.0,6.7,87,3.2,,10.4,35.2,1021.0,,6
2023-01-05,7.1,2.7,9.0,86,8.1,,24.9,48.2,1005.5,,8
2023-01-06,0.7,-0.1,5.4,84,2.5,,13.5,44.5,1020.5,,8
2023-01-07,3.9,-0.1,7.1,97,3.3,,6.0,22.2,1020.2,,7
2023-01-08,3.1,2.2,5.1,90,0.0,,16.5,31.5,1014.8,,7
2023-01-09,4.7,2.7,7.0,94,3.2,,12.5,27.8,1004.8,,8
2023-01-10,5.1,2.1,7.1,93,2.3,,12.5,24.1,1013.8,,8
2023-01-11,2.9,1.8,4.0,95,0.0,,10.6,24.1,1018.8,,7
2023-01-12,6.0,3.2,8.6,87,1.8,,9.9,24.1,1015.0,,6
2023-01-13,7.2,5.6,8.7,82,2.6,,11.1,25.9,1011.1,,8
2023-01-14,5.6,4.0,8.5,80,0.5,,8.4,24.1,1015.5,,5
2023-01-15,5.2,4.0,7.6,80,3.1,,13.8,35.2,1005.4,,8
2023-01-16,3.2,1.5,5.8,89,4.8,,12.5,33.3,1001.6,,7
2023-01-17,2.6,-1.2,5.0,90,2.8,,9.6,31.5,991.7,,5
2023-01-18,1.4,-0.5,2.5,95,3.7,,13.4,25.9,993.5,,8
2023-01-19,1.8,0.5,2.6,92,2.8,,7.7,22.2,1005.9,,8
2023-01-20,1.1,0.2,2.4,93,3.0,,13.2,38.9,1014.8,,8
2023-01-21,0.9,0.1,2.0,96,9.8,,21.4,46.3,1018.0,,8
2023-01-22,1.3,1.0,1.6,93,0.4,,14.8,29.6,1029.8,,8
2023-01-23,1.3,0.7,2.0,94,0.0,,10.6,22.2,1037.2,,8
2023-01-24,2.3,1.5,3.1,92,0.0,,6.9,18.5,1039.4,,8
2023-01-25,-0.7,-1.6,2.2,86,0.0,,9.0,20.4,1033.4,,8
2023-01-26,-0.1,-0.5,0.6,83,0.0,,6.4,14.8,1022.8,,8
2023-01-27,0.2,-1.0,1.6,81,0.1,,8.0,24.1,1022.4,,8
2023-01-28,-0.1,-1.0,0.5,88,0.0,,11.0,22.2,1025.1,,8
2023-01-29,-0.6,-1.5,0.2,82,0.0,,14.2,31.5,1021.9,,8
2023-01-30,1.0,-0.7,2.7,89,3.7,,15.3,37.0,1005.0,,8
2023-01-31,2.6,1.7,4.3,79,1.5,,20.1,42.6,1008.2,,7
2023-02-01,3.4,2.0,4.7,81,1.2,,22.1,50.0,1004.1,,7
2023-02-02,2.2,0.7,3.5,89,2.8,,17.5,42.6,1007.7,,7
2023-02-03,-0.4,-1.8,1.9,86,1.3,,14.7,35.2,1013.6,,7
2023-02-04,-1.9,-5.0,-0.4,78,4.1,,21.7,42.6,1024.5,,6
2023-02-05,-4.0,-7.0,-2.2,77,0.0,,12.6,27.8,1037.1,,6
2023-02-06,-5.6,-8.0,-1.4,91,59.9,,7.2,20.4,1040.2,,5
2023-02-07,-1.6,-6.9,0.2,88,0.0,5,12.8,25.9,1041.0,,7
2023-02-08,-1.5,-5.2,2.0,79,0.0,5,6.0,16.7,1045.4,,5
2023-02-09,-3.1,-8.7,3.1,71,0.0,4,7.8,22.2,1037.9,,4
2023-02-10,0.3,-1.5,2.0,76,0.0,,14.0,33.3,1031.7,,7
2023-02-11,2.8,1.5,4.7,87,0.1,,17.8,44.5,1023.9,,8
2023-02-12,1.7,0.0,4.8,76,0.3,,12.6,29.6,1034.7,,7
2023-02-13,4.9,0.0,6.1,87,0.0,,18.3,37.0,1032.8,,8
2023-02-14,3.6,2.6,5.3,88,0.0,,18.9,33.3,1033.7,,8
2023-02-15,2.2,0.0,4.0,93,0.0,,7.2,16.7,1031.8,,8
2023-02-16,1.9,-4.4,7.4,86,0.0,,8.9,27.8,1022.3,,5
2023-02-17,5.9,3.5,9.7,90,10.2,,12.3,48.2,1013.6,,8
2023-02-18,5.5,3.0,9.9,73,6.9,,28.8,64.8,1007.5,,7
2023-02-19,2.7,0.7,5.9,74,1.0,,18.9,42.6,1012.4,,6
2023-02-20,4.2,0.6,8.1,81,0.0,,23.8,61.1,1010.1,,7
2023-02-21,6.4,4.7,8.7,73,7.1,,28.4,61.1,1006.6,,6
2023-02-22,1.6,-0.4,6.5,75,0.0,,12.3,25.9,1019.0,,7
2023-02-23,1.4,-3.3,5.3,71,0.0,,13.8,31.5,1017.9,,6
2023-02-24,4.6,1.6,7.5,91,4.1,,7.7,24.1,1002.5,,8
2023-02-25,2.7,1.6,4.3,91,4.3,,12.5,35.2,993.6,,8
2023-02-26,0.4,-1.0,2.6,72,2.3,,16.8,35.2,1012.1,,7
2023-02-27,-0.2,-2.7,1.2,65,0.0,,12.2,25.9,1026.8,,6
2023-02-28,-1.7,-6.6,3.0,68,0.0,,4.4,16.7,1031.9,,1
2023-03-01,0.9,-4.5,6.6,77,0.0,,9.3,24.1,1027.9,,4
2023-03-02,0.5,-2.7,3.2,88,0.0,,6.0,16.7,1024.3,,4
2023-03-03,-1.5,-3.0,0.0,94,0.0,,15.4,37.0,1018.4,,7
2023-03-04,0.8,-2.5,3.5,74,0.5,,23.2,46.3,1010.5,,7
2023-03-05,-2.4,-4.4,0.3,74,0.3,,12.2,33.3,1008.7,,4
2023-03-06,-2.3,-8.4,0.5,90,2.6,,6.9,18.5,1004.7,,6
2023-03-07,1.1,-4.7,5.2,81,1.8,,10.5,29.6,999.8,,7
2023-03-08,1.3,-0.2,5.1,80,1.0,,12.9,35.2,999.1,,7
2023-03-09,-0.1,-0.7,1.4,88,2.0,,15.3,31.5,999.2,,8
2023-03-10,4.8,-1.0,12.7,85,3.0,,11.3,29.6,994.7,,8
2023-03-11,3.3,-0.7,9.0,86,0.5,,20.0,51.8,993.8,,7
2023-03-12,1.3,-1.1,4.6,69,0.3,,19.5,53.7,1009.3,,6
2023-03-13,6.6,0.2,11.6,77,1.9,,11.1,31.5,1006.4,,8
2023-03-14,10.2,7.0,15.1,68,0.7,,11.7,29.6,997.2,,6
2023-03-15,3.7,0.7,10.6,72,0.3,,18.8,40.8,1010.5,,7
2023-03-16,1.4,-3.8,6.1,74,0.0,,9.9,31.5,1021.9,,4
2023-03-17,3.2,-3.7,8.7,64,0.0,,11.6,29.6,1024.6,,3
2023-03-18,7.4,2.2,12.5,44,0.0,,16.0,37.0,1020.0,,6
2023-03-19,8.7,2.7,15.3,52,0.0,,7.2,20.4,1017.6,,6
2023-03-20,8.7,2.0,14.6,72,0.0,,9.4,25.9,1015.3,,6
2023-03-21,7.0,1.7,9.9,88,1.2,,9.8,24.1,1015.8,,6
2023-03-22,7.0,-1.7,13.0,81,0.5,,8.5,22.2,1013.6,,5
2023-03-23,12.6,5.7,20.0,67,0.0,,9.9,29.6,1008.3,,7
2023-03-24,12.8,5.5,19.1,76,4.0,,7.6,27.8,1005.8,,6
2023-03-25,9.4,5.2,14.6,82,2.3,,9.6,31.5,1004.0,,6
2023-03-26,7.6,5.0,11.0,77,1.8,,13.0,38.9,1002.4,,6
2023-03-27,3.1,-1.0,7.7,77,1.0,,17.5,48.2,1005.1,,6
2023-03-28,-1.3,-5.6,2.3,74,0.0,,17.1,53.7,1015.0,,5
2023-03-29,2.2,-3.7,8.2,52,0.5,,12.4,29.6,1020.4,,2
2023-03-30,7.8,2.5,13.1,65,0.0,,9.0,24.1,1011.8,,7
2023-03-31,10.9,9.0,16.0,81,1.5,,11.1,27.8,1002.3,,7
2023-04-01,8.9,7.0,11.0,92,6.1,,11.5,31.5,998.8,,7
2023-04-02,4.4,1.9,8.3,88,0.5,,17.8,37.0,1013.1,,8
2023-04-03,2.6,-1.4,5.5,55,5.1,,24.6,48.2,1024.6,,5
2023-04-04,0.7,-3.0,3.6,65,0.0,,14.8,33.3,1024.3,,5
2023-04-05,-0.0,-4.5,2.7,68,0.0,,6.1,16.7,1023.0,,6
2023-04-06,2.1,0.2,3.2,75,7.5,,18.0,38.9,1020.3,,8
2023-04-07,7.3,3.2,11.1,89,4.7,,16.8,33.3,1016.5,,8
2023-04-08,8.7,1.7,14.3,68,0.8,,11.6,27.8,1023.8,,5
2023-04-09,10.7,5.7,14.8,79,0.5,,6.6,18.5,1024.1,,7
2023-04-10,11.3,6.0,18.1,75,0.0,,7.5,24.1,1023.5,,3
2023-04-11,10.7,5.1,15.7,70,0.0,,12.4,35.2,1013.8,,4
2023-04-12,8.9,7.0,13.5,80,0.4,,8.5,18.5,1008.8,,6
2023-04-13,10.9,1.6,17.0,66,0.0,,6.3,20.4,1006.4,,3
2023-04-14,11.9,6.6,17.0,76,0.4,,20.1,44.5,1008.3,,5
2023-04-15,9.7,8.6,11.2,87,4.8,,20.6,40.8,1010.0,,7
2023-04-16,9.8,7.5,14.2,80,0.2,,13.0,29.6,1017.7,,6
2023-04-17,10.5,7.0,14.2,80,0.2,,14.6,31.5,1022.3,,7
2023-04-18,12.1,8.0,16.6,73,0.3,,16.7,31.5,1024.0,,7
2023-04-19,9.7,6.6,13.9,82,15.7,,11.6,35.2,1018.7,,7
2023-04-20,14.7,8.2,19.8,54,1.0,,15.0,31.5,1019.9,,5
2023-04-21,13.7,7.7,18.5,43,0.0,,13.8,29.6,1018.9,,3
2023-04-22,13.7,5.2,20.2,49,0.0,,4.7,14.8,1015.3,,2
2023-04-23,15.4,7.1,21.7,47,0.0,,10.8,33.3,1011.7,,1
2023-04-24,15.6,9.0,22.2,53,0.2,,8.7,27.8,1005.6,,3
2023-04-25,9.4,7.3,17.4,87,0.5,,13.8,33.3,1005.3,,7
2023-04-26,6.6,4.7,10.2,69,9.7,,18.6,42.6,1011.6,,6
2023-04-27,5.8,-0.2,10.3,65,0.0,,11.0,33.3,1018.8,,4
2023-04-28,7.8,-0.2,13.9,58,0.0,,6.4,20.4,1020.4,,3
2023-04-29,12.3,5.1,18.5,55,0.0,,13.2,37.0,1014.8,,7
2023-04-30,11.2,7.4,15.1,60,0.5,,17.1,38.9,1017.8,,4
2023-05-01,10.7,4.0,17.4,49,0.0,,9.8,22.2,1020.9,,3
2023-05-02,13.5,7.1,19.3,58,1.8,,12.2,31.5,1017.5,,7
2023-05-03,10.7,7.5,15.4,57,1.0,,13.1,25.9,1025.5,,4
2023-05-04,10.9,1.9,17.0,53,0.0,,4.9,16.7,1025.4,,4
2023-05-05,12.2,6.9,17.1,55,0.0,,12.8,31.5,1023.5,,6
2023-05-06,8.1,5.7,11.4,73,0.0,,19.7,46.3,1023.1,,7
2023-05-07,7.6,5.0,11.2,76,5.0,,17.6,38.9,1025.9,,6
2023-05-08,8.9,2.4,15.2,61,0.0,,8.9,25.9,1030.8,,2
2023-05-09,11.2,2.7,17.1,51,0.0,,12.9,37.0,1027.5,,1
2023-05-10,12.3,4.9,17.7,44,0.0,,19.7,46.3,1021.8,,1
2023-05-11,13.9,6.0,19.0,42,0.0,,17.7,42.6,1021.9,,1
2023-05-12,14.6,6.9,20.3,43,0.0,,19.7,51.8,1023.8,,1
2023-05-13,16.1,8.8,22.4,48,0.2,,10.4,33.3,1024.1,,4
2023-05-14,17.1,7.5,23.0,53,0.0,,13.8,40.8,1020.4,,3
2023-05-15,13.7,12.2,19.0,78,0.0,,16.4,37.0,1010.0,,7
2023-05-16,14.3,10.4,17.7,76,0.0,,9.4,37.0,1011.6,,6
2023-05-17,12.2,10.5,16.0,90,6.1,,13.6,35.2,1017.2,,8
2023-05-18,10.8,5.6,14.0,70,5.1,,13.5,25.9,1025.9,,8
2023-05-19,12.0,10.1,13.8,84,2.3,,10.8,24.1,1027.5,,8
2023-05-20,18.7,12.3,24.3,69,0.5,,11.6,29.6,1026.0,,6
2023-05-21,18.2,12.4,23.5,52,0.0,,12.9,33.3,1022.9,,2
2023-05-22,17.2,11.6,22.2,50,0.0,,9.0,20.4,1019.4,,4
2023-05-23,18.3,10.6,23.5,53,0.0,,10.8,33.3,1014.1,,4
2023-05-24,18.9,14.5,25.6,59,0.0,,10.4,22.2,1014.9,,6
2023-05-25,16.8,12.3,23.5,77,0.0,,12.8,29.6,1020.5,,6
2023-05-26,17.7,13.5,21.5,58,0.0,,15.2,33.3,1021.7,,5
2023-05-27,13.4,6.9,18.3,51,0.0,,14.2,33.3,1025.5,,2
2023-05-28,14.3,8.7,20.0,47,0.0,,8.2,22.2,1022.2,,4
2023-05-29,17.3,8.1,23.3,52,0.0,,6.6,24.1,1018.9,,4
2023-05-30,17.7,12.6,21.3,45,0.0,,14.6,31.5,1020.5,,3
2023-05-31,16.1,9.2,22.4,41,0.0,,10.0,24.1,1022.3,,2
2023-06-01,18.2,6.7,26.4,48,0.0,,12.3,35.2,1014.1,,1
2023-06-02,13.1,9.8,22.7,67,0.0,,16.5,37.0,1015.6,,4
2023-06-03,12.3,4.5,18.2,51,0.0,,8.7,27.8,1023.8,,2
2023-06-04,15.4,6.5,21.9,43,0.0,,6.8,16.7,1023.0,,2
2023-06-05,17.4,7.8,24.5,44,0.0,,6.5,20.4,1022.4,,1
2023-06-06,20.5,10.8,26.6,43,0.0,,8.0,27.8,1019.8,,5
2023-06-07,21.3,16.0,27.6,49,1.0,,8.1,27.8,1017.6,,3
2023-06-08,19.4,13.3,27.0,61,0.0,,10.8,33.3,1017.3,,1
2023-06-09,21.8,13.7,28.2,59,0.0,,10.0,33.3,1015.4,,4
2023-06-10,21.3,17.2,26.1,52,0.0,,17.1,38.9,1017.2,,5
2023-06-11,18.7,14.0,23.9,50,0.0,,16.8,37.0,1021.6,,2
2023-06-12,16.6,11.5,22.0,49,0.0,,14.0,37.0,1021.8,,3
2023-06-13,12.2,8.6,16.4,85,0.5,,11.9,25.9,1019.0,,7
2023-06-14,15.8,11.8,20.1,78,5.1,,9.9,27.8,1017.5,,6
2023-06-15,17.3,13.3,22.5,72,2.5,,6.2,18.5,1016.3,,5
2023-06-16,18.7,10.5,24.8,65,0.0,,5.7,20.4,1014.4,,5
2023-06-17,19.4,14.3,24.5,70,2.3,,8.2,22.2,1011.6,,7
2023-06-18,17.5,14.6,21.5,79,0.0,,6.4,20.4,1014.0,,7
2023-06-19,19.7,11.0,27.1,65,15.0,,4.7,16.7,1015.8,,3
2023-06-20,23.0,15.0,29.0,60,0.0,,5.2,16.7,1016.3,,5
2023-06-21,22.4,17.7,28.8,70,4.1,,8.7,22.2,1016.4,,6
2023-06-22,23.1,18.6,28.4,70,0.0,,10.6,31.5,1017.4,,5
2023-06-23,21.2,16.6,25.4,68,2.0,,10.9,27.8,1014.7,,6
2023-06-24,19.7,16.3,23.4,66,0.0,,11.6,31.5,1018.7,,6
2023-06-25,20.1,14.0,25.8,66,0.0,,8.2,25.9,1017.7,,4
2023-06-26,21.6,12.3,28.6,55,0.0,,7.5,27.8,1013.6,,3
2023-06-27,18.5,15.2,26.0,65,6.1,,17.1,48.2,1009.6,,6
2023-06-28,15.8,11.7,20.8,74,1.0,,15.9,35.2,1010.9,,4
2023-06-29,19.1,13.0,26.6,72,0.0,,14.5,38.9,1012.4,,4
2023-06-30,21.4,13.0,27.9,62,0.8,,8.0,22.2,1009.8,,5
2023-07-01,20.1,17.5,25.0,77,2.3,,8.7,22.2,1006.6,,7
2023-07-02,19.6,16.3,24.4,67,0.0,,11.5,40.8,1004.6,,5
2023-07-03,19.8,13.4,26.2,50,0.0,,7.8,31.5,1010.1,,4
2023-07-04,21.4,12.9,28.4,46,0.0,,7.6,27.8,1012.8,,3
2023-07-05,22.7,15.4,30.2,50,0.0,,10.0,27.8,1014.5,,4
2023-07-06,20.2,16.1,25.8,61,0.3,,11.4,31.5,1016.4,,6
